ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating
85,David Taylor,kaylapham@example.com,67,Other,Microsoft Surface,02/08/2021,Technical issue,Hardware issue,"I'm facing issues logging into my Microsoft Surface account. It says my account is locked. What should I do to unlock it?

Please log into your login browser and check to see if the account has been locked. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,,Medium,Phone,,,
86,Richard Mullen,cschmidt@example.com,67,Female,Canon EOS,22/01/2021,Product inquiry,Peripheral compatibility,"I've forgotten my password for my Canon EOS account, and the password reset option is not working. How can I recover my account?

If you have not used login tokens for the previous 12 months, the login token I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Open,,High,Social media,,,
87,Danielle Everett,kimberlyhudson@example.com,46,Male,Sony PlayStation,18/01/2020,Technical issue,Product recommendation,I'm having an issue with the Sony PlayStation. Please assist. * * * @param {number}_item * * @return {item} @*/if (_ejection_exceeds(_proposal)) I've noticed that the issue occurs consistently when I use a specific feature or application on my Sony PlayStation.,Closed,Represent where produce suddenly.,Critical,Phone,01/06/2023 18:03,01/06/2023 6:23,2
88,Steven Thompson,vaustin@example.org,55,Other,Philips Hue Lights,10/09/2020,Technical issue,Delivery problem,"I'm facing a problem with my Philips Hue Lights. The Philips Hue Lights is not turning on. It was working fine until yesterday, but now it doesn't respond.

I'm using a phone now, I'm unable to find the option to perform the desired action in the Philips Hue Lights. Could you please guide me through the steps?",Pending Customer Response,,High,Social media,01/06/2023 19:21,,
89,Renee White,chelsea84@example.org,42,Other,Nikon D,01/08/2021,Billing inquiry,Product setup,"I'm having an issue with the Nikon D. Please assist.

Product Purchasing Error Product Purchasing Error Yes | No 28 - 30 28 - 30 32 | Product Purchasing Error | Product Purchase Error I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Open,,Critical,Email,,,
90,Lisa Hill,hinescarrie@example.org,40,Male,Sony Xperia,30/01/2020,Product inquiry,Product recommendation,"I'm having an issue with the Sony Xperia. Please assist.

If your computer is connected to a power source, please do not open the Sony Xperia. Please assist. If your router is wired up I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Exactly red two dog.,Medium,Email,31/05/2023 23:17,01/06/2023 3:09,5
91,Sandra Bass,jamesbaxter@example.com,57,Other,Sony Xperia,15/10/2020,Refund request,Software bug,"I've forgotten my password for my Sony Xperia account, and the password reset option is not working. How can I recover my account? - The password reset option can be enabled by using the {Product_purchased} The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,,High,Phone,01/06/2023 7:15,,
92,Madeline Osborne,tyler12@example.net,62,Male,iPhone,14/11/2021,Product inquiry,Display issue,"I'm having an issue with the iPhone. Please assist.


(Beware when I accidentally add a link to your product and the item you selected incorrectly, you may see some data about missing items and it may require This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,,Low,Email,01/06/2023 0:14,,
93,Sydney Wagner,paul73@example.com,44,Male,Bose QuietComfort,27/05/2021,Technical issue,Peripheral compatibility,"I'm having an issue with the Bose QuietComfort. Please assist.

Here are some additional notes about using the product in order to purchase the product:


The ""new"" name of the product is used. This name I've noticed a sudden decrease in battery life on my Bose QuietComfort. It used to last much longer.",Pending Customer Response,,Low,Email,01/06/2023 15:57,,
94,Jeremy Good,michael25@example.net,32,Female,PlayStation,24/05/2021,Refund request,Installation support,"I'm having an issue with the PlayStation. Please assist. In-app purchases don't always match up with your new product. In-app purchases are very costly.

Make sure you also check if your product is I've noticed a peculiar error message popping up on my PlayStation screen. It says '{error_message}'. What does it mean?",Open,,Low,Email,,,
95,Scott Estrada,davidcox@example.org,65,Other,Microsoft Xbox Controller,06/12/2021,Product inquiry,Account access,"I'm having an issue with the Microsoft Xbox Controller. Please assist. </name> <product_purchased_url >http://www.kyle@junebug.com/tutorial/cure-all- I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Open,,Critical,Phone,,,
96,Linda Campbell,davisnatalie@example.net,60,Male,Autodesk AutoCAD,02/10/2021,Product inquiry,Battery life,"My Autodesk AutoCAD crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

Is there any way to recover the lost data? Can it be done remotely from a remote I've noticed a peculiar error message popping up on my Autodesk AutoCAD screen. It says '{error_message}'. What does it mean?",Closed,Series special into hour feel stuff.,High,Chat,01/06/2023 0:08,01/06/2023 18:39,5
97,Charles Simpson,vanessa39@example.net,18,Female,Roomba Robot Vacuum,25/10/2020,Cancellation request,Battery life,"I'm facing a problem with my Roomba Robot Vacuum. The Roomba Robot Vacuum is not turning on. It was working fine until yesterday, but now it doesn't respond. I'm thinking maybe they have a bug. I'm concerned about the security of my Roomba Robot Vacuum and would like to ensure that my data is safe.",Open,,High,Social media,,,
98,Dan Newton,deleonedward@example.net,22,Other,Xbox,18/01/2020,Product inquiry,Delivery problem,"I've recently set up my Xbox, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

Step 1: You need to make sure that the DNS query you I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Pending Customer Response,,High,Email,01/06/2023 1:55,,
99,Nichole Huang,sheryldawson@example.org,38,Male,Samsung Galaxy,09/09/2020,Billing inquiry,Refund request,"I'm having an issue with the Samsung Galaxy. Please assist. <s3> Please provide the product name, location and shipping address in the Product Overview. <s3> This message will be unread for 12 seconds. I've recently updated the firmware of my Samsung Galaxy, and the issue started happening afterward. Could it be related to the update?",Closed,Generation officer force test evening certain sign oil.,High,Chat,01/06/2023 7:05,01/06/2023 14:45,5
100,Eric Saunders,mark94@example.org,23,Other,Samsung Soundbar,15/05/2020,Technical issue,Hardware issue,"I'm having an issue with the Samsung Soundbar. Please assist.

Thank you for your visit. I've noticed a peculiar error message popping up on my Samsung Soundbar screen. It says '{error_message}'. What does it mean?",Pending Customer Response,,Low,Chat,01/06/2023 15:32,,
101,Maria Martinez,patriciathompson@example.org,39,Female,Dyson Vacuum Cleaner,31/05/2020,Cancellation request,Delivery problem,"I'm having an issue with the Dyson Vacuum Cleaner. Please assist. I'm using what is on my phone right now. I also have an issue with a product that was sold out of style, not due to an oversize. I've tried clearing the cache and data for the Dyson Vacuum Cleaner app, but the issue persists.",Pending Customer Response,,High,Email,01/06/2023 21:36,,
102,Danielle Rogers,andersoncourtney@example.org,18,Other,iPhone,01/08/2021,Billing inquiry,Software bug,"I'm having an issue with the iPhone. Please assist.

As expected, an error message says: 'No product available.

'

In the case of this issue, the

'user- I rely heavily on my iPhone for my daily tasks, and this issue is hindering my productivity.",Pending Customer Response,,Critical,Phone,01/06/2023 21:00,,
103,Amber Zamora,james45@example.com,40,Female,Asus ROG,26/01/2021,Refund request,Battery life,"I've accidentally deleted important data from my Asus ROG. Is there any way to recover the deleted files? I need them urgently. Just remember there are no refunds or credits needed. If your credit card has been charged (I'm I've tried clearing the cache and data for the Asus ROG app, but the issue persists.",Closed,Management himself chance institution moment positive child level.,Critical,Email,01/06/2023 3:07,01/06/2023 15:23,3
104,James Harris,jason93@example.org,49,Male,Dyson Vacuum Cleaner,24/02/2020,Refund request,Battery life,"I'm having an issue with the Dyson Vacuum Cleaner. Please assist.

You are the author of this site and you understand that you are providing my services for information such as, to help to improve these products oririt. I've checked the device settings and made sure that everything is configured correctly.",Open,,High,Chat,,,
105,Jill Glenn,malloryrogers@example.net,58,Male,Fitbit Charge,27/06/2021,Refund request,Product recommendation,"I'm encountering a software bug in the Fitbit Charge. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? How are the current product releases handled? Do you plan to support new I've tried different settings and configurations on my Fitbit Charge, but the issue persists.",Open,,High,Phone,,,
106,Virginia Miller,lisahamilton@example.com,56,Other,Dyson Vacuum Cleaner,17/07/2021,Product inquiry,Battery life,I'm having an issue with the Dyson Vacuum Cleaner. Please assist. I need assistance as soon as possible because it's affecting my work and productivity.,Pending Customer Response,,Critical,Chat,01/06/2023 2:08,,
107,Miranda Morales,daniellebrown@example.net,42,Female,Nintendo Switch,20/05/2021,Cancellation request,Installation support,I'm having an issue with the Nintendo Switch. Please assist. I've checked the device settings and made sure that everything is configured correctly.,Closed,Table admit really Mrs development move.,Low,Email,01/06/2023 11:38,01/06/2023 20:46,2
108,Laura Collins,douglasmccormick@example.net,50,Other,LG Smart TV,09/06/2021,Technical issue,Account access,"I'm having an issue with the LG Smart TV. Please assist. I've checked for software updates, and my LG Smart TV is already running the latest version.",Pending Customer Response,,High,Email,01/06/2023 15:49,,
